"name","player","pos","team","points","vor","simulation","sdPick","sdPts","risk","avgCost","inflatedCost","bidUpTo","bidUpToSim"
"MICHAELFLACCO","Michael Flacco","TE","JAC",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"MICHAELFLOYD","Michael Floyd","WR","ARZ",167.2625,20.133372341612,1.94591014905531,10.72715,33.5161062028393,5.17691826205565,16.75,19,1,24
"MICHAELHIGGINS","Michael Higgins","TE","MIN",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"MICHAELHOOMANAWANUI","Michael Hoomanawanui","TE","NE",17.0284883812311,-103.567500103285,0,NA,13.6670047277802,3.78472744940355,1,1,1,1
"MICHAELPALARDY","Michael Palardy","K","OAK",NA,NA,NA,NA,NA,NA,1,1,1,1
"MICHAELPALMER","Michael Palmer","TE","PIT",0.125,-120.470988484516,0,NA,4.54319546134656,2.01233525154338,1,1,1,1
"MICHAELPRESTON","Michael Preston","WR","TEN",5.625,-141.504127658388,NA,NA,NA,NA,1,1,1,1
"MICHAELVICK","Michael Vick","QB","NYJ",56.381115261531,-85.3664859319468,0,119.8,13.6357768633352,6.96884934538734,1,1,1,1
"MICKEYCHARLESSHULER","Mickey Charles Shuler","TE","JAC",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"MIKEBROWN","Mike Brown","WR","JAC",35.1301963116498,-111.998931346738,0,57.5,24.596396246876,6.56113990358331,1,1,1,1
"MIKEEVANS","Mike Evans","WR","TB",143.762191299879,-3.36693635850853,1.09861228866811,15.2804,24.8007644371432,4.54472478512227,4.2,5,1,1
"MIKEGLENNON","Mike Glennon","QB","TB",9.65,-132.097601193478,0,108.5,24.0433464323639,7.4765827069313,1,1,1,1
"MIKEGOODSON","Mike Goodson","RB","NYJ",0,-124.114475214065,NA,NA,NA,NA,1,1,1,1
"MIKEJAMES","Mike James","RB","TB",30.5875,-93.5269752140653,0,61,18.1462845141,5.92589176049056,1,1,1,1
"MIKEKAFKA","Mike Kafka","QB","TB",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"MIKELEACH","Mike Leach","TE","ARZ",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"MIKELLESHOURE","Mikel Leshoure","RB","DET",0,-124.114475214065,NA,NA,NA,NA,1,1,1,1
"MIKENUGENT","Mike Nugent","K","CIN",0,NA,NA,73.8,NA,9.7490485402015,0.5,1,1,1
"MIKETOLBERT","Mike Tolbert","RB","CAR",71.3775978715508,-52.7368773425145,0,29.9,26.3704422207263,4.98575847215605,1,1,1,1
"MIKEWALLACE","Mike Wallace","WR","MIA",157.02034029359,9.89121263520167,0,10.4739,10.4662818732346,2.91188180352964,8.3,9,1,1
"MIKEWILLIAMS","Mike Williams","WR","BUF",83.21875,-63.9103776583879,0,24.1,34.4468945141165,5.91290706156443,1,1,1,1
"MILESAUSTIN","Miles Austin","WR","CLE",87.075178230458,-60.0539494279299,0,27.6,11.4318086932908,3.83229737057076,1,1,1,1
"MINNESOTAVIKINGS","Minnesota Vikings","DST","MIN",0,NA,NA,60.8,NA,6.62420143982762,0.65,1,1,1
"MITCHEWALD","Mitch Ewald","K","DEN",0,NA,NA,NA,NA,NA,1,1,1,1
"MOHAMEDSANU","Mohamed Sanu","WR","CIN",112.543815742889,-34.5853119154991,0.693147180559945,21.29455,43.3306539636395,6.64586329592146,1,1,1,1
"MONTEEBALL","Montee Ball","RB","DEN",190.337066707757,66.2225914936921,2.63905732961526,8.1891,71.496156656611,6.77040704100545,47.2,59,20,32
"MORRELLPRESLEY","Morrell Presley","TE","SEA",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"MYCHALRIVERA","Mychal Rivera","TE","OAK",86.6688962265254,-33.9270922579905,0,53.1,14.3891072082322,5.99211427643698,1,1,1,1
"NATEFREESE","Nate Freese","K","DET",0,NA,NA,49.8,NA,6.88601271566637,1,1,1,1
"NATEKAEDING","Nate Kaeding","K","FA",0,NA,NA,NA,NA,NA,1,1,1,1
"NATEWASHINGTON","Nate Washington","WR","TEN",86.8125,-60.3166276583879,0,33.6,13.3301115899305,4.30723149171276,1,1,1,1
"NEILRACKERS","Neil Rackers","K","FA",0,NA,NA,NA,NA,NA,1,1,1,1
"NEWENGLANDPATRIOTS","New England Patriots","DST","NE",0,NA,NA,23.4,NA,2.97837585174833,0.65,1,1,1
"NEWORLEANSSAINTS","New Orleans Saints","DST","NO",0,NA,NA,36.6,NA,4.26513782401161,0.6,1,1,1
"NEWYORKGIANTS","New York Giants","DST","NYG",0,NA,NA,70.9,NA,7.60876931254422,0.6,1,1,1
"NEWYORKJETS","New York Jets","DST","NYJ",0,NA,NA,59.2,NA,6.4682302916745,0.75,1,1,1
"NICJACOBS","Nic Jacobs","TE","JAC",8,-112.595988484516,NA,NA,NA,NA,1,1,1,1
"NICKFOLES","Nick Foles","QB","PHI",149.64,7.89239880652224,3.2188758248682,10.0239,55.697682477221,7.22824011471723,8.85,9,1,2
"NICKFOLK","Nick Folk","K","NYJ",0,NA,NA,55.1,NA,7.51826646025121,0.5,1,1,1
"NICKKASA","Nick Kasa","TE","OAK",14.625,-105.970988484516,0,NA,20.6828733497065,5.14763086436882,1,1,1,1
"NICKNOVAK","Nick Novak","K","SD",0,NA,NA,19.2272328544042,NA,3.23889073262422,1,1,1,1
"NICKSTEPHENS","Nick Stephens","QB","BAL",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"NICKTOON","Nick Toon","WR","NO",34.25,-112.879127658388,0,31.5,3.00520382004283,3.19681579502906,1,1,1,1
"NILESPAUL","Niles Paul","TE","WAS",44.3,-76.2959884845159,0,31,49.2146319705837,7.97903992290003,1,1,1,1
"OAKLANDRAIDERS","Oakland Raiders","DST","OAK",0,NA,NA,99.4,NA,10.3870053890218,1,1,1,1
"ODELLBECKHAM","Odell Beckham","WR","NYG",102.88304552948,-44.2460821289081,0,14.3652,33.0467984770588,5.30652457445706,1,1,1,1
"OLINDOMARE","Olindo Mare","K","FA",0,NA,NA,NA,NA,NA,1,1,1,1
"ORLEANSDARKWA","Orleans Darkwa","RB","NYG",4.075,-120.039475214065,NA,NA,NA,NA,1,1,1,1
"ORSONCHARLES","Orson Charles","TE","NO",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"OWENDANIELS","Owen Daniels","TE","BAL",67.9187736899289,-52.677214794587,0,30.8978,21.801213651232,5.30991885629376,0.55,1,1,1
"PATDEVLIN","Pat Devlin","QB","MIN",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"PATRICKDIMARCO","Patrick DiMarco","RB","ATL",7.715625,-116.398850214065,0,NA,5.07192538227184,2.41441852346704,1,1,1,1
"PATRICKMURRAY","Patrick Murray","K","TB",0,NA,NA,72.2,NA,9.5581794852325,1,1,1,1
"PAULRICHARDSON","Paul Richardson","WR","SEA",58.4687414955418,-88.6603861628462,0,42,32.798516067804,6.61517501934274,1,1,1,1
"PERCYHARVIN","Percy Harvin","WR","NYJ",154.78125,7.65212234161206,0,8.66195,14.0528967209611,3.17503061056812,18.4,19,1,1
"PEYTONHILLIS","Peyton Hillis","RB","NYG",35.26875,-88.8457252140653,0,NA,11.6007722444097,3.22370393923952,1,1,1,1
"PEYTONMANNING","Peyton Manning","QB","DEN",167.930276681575,26.1826754880973,0,4.8913,3.54521287560188,2.95710503898546,46.4,53,1,1
"PHILADELPHIAEAGLES","Philadelphia Eagles","DST","PHI",0,NA,NA,80,NA,8.49585521766512,0.65,1,1,1
"PHILBATES","Phil Bates","WR","SEA",23.125,-124.004127658388,NA,NA,NA,NA,1,1,1,1
"PHILDAWSON","Phil Dawson","K","SF",0,NA,NA,14.7913,NA,2.70971428773291,1,1,1,1
"PHILIPRIVERS","Philip Rivers","QB","SD",132.868485159281,-8.87911603419639,0,13.20325,4.25006960727312,3.24531325131481,4.85,5,1,1
"PHILLIPSUPERNAW","Phillip Supernaw","TE","KC",1.675,-118.920988484516,NA,NA,NA,NA,1,1,1,1
"PHILLYBROWN","Philly Brown","WR","CAR",29.59,-117.539127658388,NA,NA,NA,NA,1,1,1,1
"PIERREGARCON","Pierre Garcon","WR","WAS",174.43125,27.3021223416121,1.6094379124341,8.8065,23.8624214247004,4.14075654472153,19.5,22,9,4
"PIERRETHOMAS","Pierre Thomas","RB","NO",130.863539903051,6.74906468898611,0,11.69455,26.5637940861241,4.14902413939529,4.25,5,1,1
"PITTSBURGHSTEELERS","Pittsburgh Steelers","DST","PIT",0,NA,NA,55.5,NA,6.1075470115704,0.6,1,1,1
"PRESTONPARKER","Preston Parker","WR","NYG",45.4,-101.729127658388,0,NA,47.0579562879647,9.88536105558975,1,1,1,1
"QUINNJOHNSON","Quinn Johnson","RB","TEN",0,-124.114475214065,NA,NA,NA,NA,1,1,1,1
"QUINNSHARP","Quinn Sharp","K","CIN",0,NA,NA,NA,NA,NA,1,1,1,1
"QUINTONPATTON","Quinton Patton","WR","SF",3.75,-143.379127658388,0,104.5,37.2141886023776,10.0613292520974,1,1,1,1
"RANDALLCOBB","Randall Cobb","WR","GB",201.33875,54.2096223416121,0,4.4413,16.8540985989561,3.24523600354818,32.8,41,22,14
"RANDYBULLOCK","Randy Bullock","K","HOU",0,NA,NA,35.6,NA,5.19204985281642,1,1,1,1
"RANDYMCMICHAEL","Randy McMichael","TE","FA",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"RASHADJENNINGS","Rashad Jennings","RB","NYG",163.875,39.7605247859347,0,10.25325,7.79460283358513,2.91856161900857,21.35,25,2,1
"RASHARDMENDENHALL","Rashard Mendenhall","RB","ARZ",0,-124.114475214065,NA,NA,NA,NA,1,1,1,1
"RASHAUNALLEN","RaShaun Allen","TE","SEA",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"RAYAGNEW","Ray Agnew","RB","CLE",5.99,-118.124475214065,NA,NA,NA,NA,1,1,1,1
"RAYRICE","Ray Rice","RB","BAL",159.175,35.0605247859347,3.40119738166216,4.4478,100.89554933197,8.41809761567388,6.85,8,1,17
"REGGIEBUSH","Reggie Bush","RB","DET",169.51875,45.4042747859347,1.94591014905531,7.35325,44.7334390910946,5.07274980056979,17.15,22,9,1
"REGGIEJORDAN","Reggie Jordan","TE","JAC",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"REGGIEKELLY","Reggie Kelly","TE","FA",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"REGGIEWAYNE","Reggie Wayne","WR","IND",146.000919464076,-1.12820819431229,0,10.25325,11.3910120819004,2.99161951658259,5.4,6,1,1
"REXBURKHEAD","Rex Burkhead","RB","CIN",5.66,-118.454475214065,NA,NA,NA,NA,1,1,1,1
"REXGROSSMAN","Rex Grossman","QB","CLE",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"RHETTELLISON","Rhett Ellison","TE","MIN",19.975,-100.620988484516,0,NA,9.00504488236085,2.87909461387755,1,1,1,1
"RHYSLLOYD","Rhys Lloyd","K","FA",0,NA,NA,NA,NA,NA,1,1,1,1
"RIANLINDELL","Rian Lindell","K","TB",0,NA,NA,NA,NA,NA,1,1,1,1
"RICARDOLOCKETTE","Ricardo Lockette","WR","SEA",24.7625,-122.366627658388,0,74,11.8522237716529,6.11141132143922,1,1,1,1
"RICHARDGORDON","Richard Gordon","TE","KC",4.13125,-116.464738484516,0,NA,0.362392225358106,1.20017195221666,1,1,1,1
"RICHARDRODGERS","Richard Rodgers","TE","GB",75.1298552360539,-45.466133248462,1.09861228866811,35.3,49.1291919331063,8.24229867726778,1,1,1,1
"RICHIEBROCKEL","Richie Brockel","TE","CAR",0.875,-119.720988484516,0,NA,1.23743686707646,1.37015822116101,1,1,1,1
"RICKYSCHMITT","Ricky Schmitt","K","FA",0,NA,NA,NA,NA,NA,1,1,1,1
"RICKYSTANZI","Ricky Stanzi","QB","JAC",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"RILEYCOOPER","Riley Cooper","WR","PHI",125.480970647968,-21.6481570104204,0,19.7,21.4948382854272,4.43478514993517,3.65,4,1,1
"RISHARDMATTHEWS","Rishard Matthews","WR","MIA",35.03125,-112.097877658388,0,60,4.89581028363368,4.75624631390447,1,1,1,1
"ROBBIEGOULD","Robbie Gould","K","CHI",0,NA,NA,17.8413,NA,3.07355842376758,0.5,1,1,1
"ROBBIRONAS","Rob Bironas","K","TEN",NA,NA,NA,NA,NA,NA,1,1,1,1
"ROBBLANCHFLOWER","Rob Blanchflower","TE","PIT",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"ROBERTGRIFFIN","Robert Griffin III","QB","WAS",169.914935504579,28.1673343111011,2.77258872223978,13.9478,41.5209721787275,6.21594394463644,11.5,13,1,18
"ROBERTHERRON","Robert Herron","WR","TB",30.09375,-117.035377658388,0,NA,24.64318279633,5.5038542570758,1,1,1,1
"ROBERTHUGHES","Robert Hughes","RB","ARZ",7.48,-116.634475214065,0,NA,4.81539717988039,2.38262048358136,1,1,1,1
"ROBERTMEACHEM","Robert Meachem","WR","NO",37.4125,-109.716627658388,0,NA,32.6506556212888,7.0691074876992,1,1,1,1
"ROBERTROYAL","Robert Royal","TE","FA",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"ROBERTTURBIN","Robert Turbin","RB","SEA",61.181222603179,-62.9332526108863,0,34,10.2734158348948,4.17923974350029,1,1,1,1
"ROBERTWOODS","Robert Woods","WR","BUF",93.59375,-53.5353776583879,0,23.4,7.05042478034717,3.20149417447075,1,1,1,1
"ROBGRONKOWSKI","Rob Gronkowski","TE","NE",188.76875,68.1727615154841,3.36729582998647,9.16195,25.1855323879935,4.26595555694351,19.85,25,35,16
"ROBHOUSLER","Rob Housler","TE","ARZ",32.9351751931314,-87.6608132913845,0,NA,20.9489060971371,5.19931041532742,1,1,1,1
"RODDYWHITE","Roddy White","WR","ATL",171.960876330281,24.8317486718928,0,8.1652,12.8029517267178,3.0289048206466,24.45,28,9,1
"RODNEYSMITH","Rodney Smith","WR","MIN",16.625,-130.504127658388,NA,NA,NA,NA,1,1,1,1
"RODSTREATER","Rod Streater","WR","OAK",99.225,-47.9041276583879,0,22.3,29.8254470488988,5.37440061999891,1,1,1,1
"RONNIEBROWN","Ronnie Brown","RB","SD",16.85625,-107.258225214065,0,NA,13.647718063227,3.47743379889545,1,1,1,1
"RONNIEHILLMAN","Ronnie Hillman","RB","DEN",96.2993891890678,-27.8150860249975,0,17.25325,34.0853669421841,4.87433410158213,1,1,1,1
"ROYHELU","Roy Helu","RB","WAS",86.3386283832772,-37.7758468307881,0,28.3,14.1674950738183,4.15485803613206,1,1,1,1
"RUEBENRANDLE","Rueben Randle","WR","NYG",137.356423738175,-9.77270392021254,0,22.2,14.9015239712812,3.91095736852597,4.1,5,1,1
"RUSSELLSHEPARD","Russell Shepard","WR","TB",7.81875,-139.310377658388,0,NA,1.67053977055322,1.01329843527196,1,1,1,1
"RUSSELLWILSON","Russell Wilson","QB","SEA",167.58627236201,25.8386711685323,2.19722457733622,12.40325,21.1461867070638,4.56018908490778,5.1,6,1,3
"RUSTYSMITH","Rusty Smith","QB","NYG",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"RYANBROYLES","Ryan Broyles","WR","DET",36.5828936650131,-110.546233993375,0,70.5,32.7287423057573,7.98300379641361,1,1,1,1
"RYANFITZPATRICK","Ryan Fitzpatrick","QB","HOU",82.845,-58.9026011934778,0,51.4,10.3663422028537,4.79746006210779,1,1,1,1
"RYANGRANT","Ryan Grant","WR","WAS",12.18125,-134.947877658388,0,NA,5.23965250120018,1.71096739453352,1,1,1,1
"RYANGRIFFIN","Ryan Griffin","QB","NO",0,-141.747601193478,NA,74.1,NA,6.85303458322161,1,1,1,1
"RYANGRIFFIN","Ryan Griffin","TE","HOU",34.9828643241483,-85.6131241603676,0,74.1,26.5498222196653,8.49949648881578,1,1,1,1
"RYANHEWITT","Ryan Hewitt","TE","CIN",4.6875,-115.908488484516,NA,NA,NA,NA,1,1,1,1
"RYANLINDLEY","Ryan Lindley","QB","ARZ",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"RYANLONGWELL","Ryan Longwell","K","FA",0,NA,NA,NA,NA,NA,1,1,1,1
"RYANMALLETT","Ryan Mallett","QB","HOU",15.3674301256586,-126.380171067819,0,NA,12.5855741757511,4.36266221605665,1,1,1,1
"RYANMATHEWS","Ryan Mathews","RB","SD",170.0375,45.9230247859347,2.39789527279837,8.6565,48.4372553757264,5.36305976473035,27.6,35,9,2
"RYANNASSIB","Ryan Nassib","QB","NYG",1.219,-140.528601193478,0,NA,1.7239263325328,2.64336866188767,1,1,1,1
"RYANSUCCOP","Ryan Succop","K","TEN",0,NA,NA,38.4,NA,5.52607069901218,0.6,1,1,1
"RYANTANNEHILL","Ryan Tannehill","QB","MIA",134.590308641975,-7.15729255150248,0,25.1,16.5288707014928,4.54978273286253,1,2,1,1
"RYANTAYLOR","Ryan Taylor","TE","GB",8.25,-112.345988484516,NA,NA,NA,NA,1,1,1,1
"RYANWILLIAMS","Ryan Williams","RB","DAL",0,-124.114475214065,NA,72.5,NA,8.88896281879961,1,1,1,1
"SAGEROSENFELS","Sage Rosenfels","QB","FA",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"SAMBRADFORD","Sam Bradford","QB","STL",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"SAMMYWATKINS","Sammy Watkins","WR","BUF",144.980213511088,-2.14891414729973,0,12.0739,25.6697622051056,4.47499805915672,4.35,5,1,1
"SAMSWANK","Sam Swank","K","FA",0,NA,NA,NA,NA,NA,1,1,1,1
"SANDIEGOCHARGERS","San Diego Chargers","DST","SD",0,NA,NA,70.9,NA,7.60876931254422,1,1,1,1
"SANFRANCISCO49ERS","San Francisco 49ers","DST","SF",0,NA,NA,22.1,NA,2.85164929387392,1.55,2,1,1
"SANTANAMOSS","Santana Moss","WR","WAS",47.9375,-99.1916276583879,0,75.5,19.5338248302784,6.93453810628533,1,1,1,1
"SANTONIOHOLMES","Santonio Holmes","WR","CHI",53.90625,-93.2228776583879,0,46.5,31.724789039225,6.72728185290565,1,1,1,1
"SCOTTCHANDLER","Scott Chandler","TE","BUF",80.6626737381754,-39.9333147463405,0,38.6,11.3919379387354,4.78528173988605,1,1,1,1
"SCOTTSIMONSON","Scott Simonson","TE","OAK",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"SCOTTTOLZIEN","Scott Tolzien","QB","GB",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"SEANMCGRATH","Sean McGrath","TE","KC",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"SEANRENFREE","Sean Renfree","QB","ATL",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"SEATTLESEAHAWKS","Seattle Seahawks","DST","SEA",0,NA,NA,19.5,NA,2.59819617812509,4.85,5,1,1
"SEBASTIANJANIKOWSKI","Sebastian Janikowski","K","OAK",0,NA,NA,30.9,NA,4.63137200384495,0.65,1,1,1
"SENECAWALLACE","Seneca Wallace","QB","GB",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"SERGIOCASTILLO","Sergio Castillo","K","ATL",NA,NA,NA,NA,NA,NA,1,1,1,1
"SETHLOBATO","Seth Lobato","QB","MIA",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"SEYIAJIROTUTU","Seyi Ajirotutu","WR","SD",13.828125,-133.301002658388,0,71.5,15.7713165932123,6.37386863540039,1,1,1,1
"SHANEANDRUS","Shane Andrus","K","FA",0,NA,NA,NA,NA,NA,1,1,1,1
"SHANEVEREEN","Shane Vereen","RB","NE",185.463134061927,61.3486588478622,2.07944154167984,12.70325,15.9653335386393,3.53918073484536,13.6,17,24,1
"SHAUNDRAUGHN","Shaun Draughn","RB","CHI",43.2497871506414,-80.8646880634239,0,73.3,24.8684151669677,6.91592606687703,1,1,1,1
"SHAUNHILL","Shaun Hill","QB","STL",77.2959734188805,-64.4516277745973,0,48.2,26.5837045512221,5.99150594452472,1,1,1,1
"SHAUNSUISHAM","Shaun Suisham","K","PIT",0,NA,NA,56.8,NA,7.72106483115578,0.5,1,1,1
"SHAYNEGRAHAM","Shayne Graham","K","NO",0,NA,NA,16.2913,NA,2.88865402676635,1,1,1,1
"SHONNGREENE","Shonn Greene","RB","TEN",91.6486729768085,-32.4658022372568,0,24.2,41.1210256438236,5.63423758447381,1,1,1,1
"SILASREDD","Silas Redd","RB","WAS",24.2469013736928,-99.8675738403725,0,39.5,18.5270129360708,4.94718233312637,1,1,1,1
"SOLOMONPATTON","Solomon Patton","WR","ARZ",1.9,-145.229127658388,NA,NA,NA,NA,1,1,1,1
"SPENCERWARE","Spencer Ware","RB","SEA",1,-123.114475214065,NA,NA,NA,NA,1,1,1,1
"STANLEYHAVILI","Stanley Havili","RB","IND",5.525,-118.589475214065,NA,NA,NA,NA,1,1,1,1
"STEDMANBAILEY","Stedman Bailey","WR","STL",44.16875,-102.960377658388,0,79.5,10.6024859506313,6.25454865501048,1,1,1,1
"STEPFANTAYLOR","Stepfan Taylor","RB","ARZ",52.9,-71.2144752140653,0,29.4,15.1912443943872,4.26958840892847,1,1,1,1
"STEPHENGOSTKOWSKI","Stephen Gostkowski","K","NE",0,NA,NA,15.15325,NA,2.75289244676168,1,1,1,1
"STEPHENMORRIS","Stephen Morris","QB","JAC",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"STEPHENSPACH","Stephen Spach","TE","FA",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"STEVANRIDLEY","Stevan Ridley","RB","NE",135.86875,11.7542747859347,1.6094379124341,7.413,55.3957142408147,5.7363582360495,7.05,8,1,2
"STEVEJOHNSON","Steve Johnson","WR","SF",86.81875,-60.3103776583879,0,26.2,24.1492279034617,5.00773357808247,1,1,1,1
"STEVEMANERI","Steve Maneri","TE","NE",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"STEVENHAUSCHKA","Steven Hauschka","K","SEA",0,NA,NA,17.8913,NA,3.07952308173536,0.6,1,1,1
"STEVENJACKSON","Steven Jackson","RB","ATL",140.948185804638,16.8337105905723,0,12.5739,21.6329356826576,3.88441534977797,5.15,6,1,1
"STEVESMITH","Steve Smith","WR","BAL",117.605987460914,-29.5231401974742,0,14.3326,29.3173467919023,4.9404466368739,1.75,2,1,1
"STEVIEJOHNSON","Stevie Johnson","WR","SF",68.75,-78.3791276583879,NA,NA,NA,NA,1.15,2,1,1
"STLOUISRAMS","St. Louis Rams","DST","STL",0,NA,NA,22.3,NA,2.87114568739306,0.65,1,1,1
"STORMJOHNSON","Storm Johnson","RB","JAC",18.14375,-105.970725214065,0,38.9,10.7147020296102,4.43502218322787,1,1,1,1
"SWAYZEWATERS","Swayze Waters","K","FA",0,NA,NA,NA,NA,NA,1,1,1,1
"TAJHBOYD","Tajh Boyd","QB","NYJ",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"TAMPABAYBUCCANEERS","Tampa Bay Buccaneers","DST","TB",0,NA,NA,36.3,NA,4.2358932337329,0.55,1,1,1
"TARVARISJACKSON","Tarvaris Jackson","QB","SEA",1.802,-139.945601193478,0,NA,2.51447171389936,2.76850433173083,1,1,1,1
"TAVONAUSTIN","Tavon Austin","WR","STL",93.3878213456659,-53.741306312722,0,25.5,14.6463359325805,4.04518584563985,1,1,1,1
"TAYLORGABRIEL","Taylor Gabriel","WR","CLE",85.2,-61.9291276583879,NA,NA,NA,NA,1,1,1,1
"TAYLORTHOMPSON","Taylor Thompson","TE","TEN",8.11283586702858,-112.483152617487,0,NA,5.80712116715331,2.25786559903633,1,1,1,1
"TEDBOLSER","Ted Bolser","TE","TB",1,-119.595988484516,0,NA,1.4142135623731,1.40449888155381,1,1,1,1
"TEDDYBRIDGEWATER","Teddy Bridgewater","QB","MIN",60.837,-80.9106011934778,0,79.3,29.278657346265,7.07442958872551,1,1,1,1
"TEDGINN","Ted Ginn","WR","ARZ",65.2031339082419,-81.925993750146,0,114,24.3745893982511,9.26464103952428,1,1,1,1
"TENNESSEETITANS","Tennessee Titans","DST","TEN",0,NA,NA,81.3,NA,8.62258177553953,0.5,1,1,1
"TERRANCECOBB","Terrance Cobb","RB","JAC",0,-124.114475214065,NA,NA,NA,NA,1,1,1,1
"TERRANCEWEST","Terrance West","RB","CLE",119.224826261825,-4.88964895224069,0,27.2,22.8802871280607,4.64357579905436,4.95,6,1,1
"TERRANCEWILLIAMS","Terrance Williams","WR","DAL",157.020355705828,9.89122804744017,0,16.4,9.33198744016157,3.08685442830353,9.2,10,1,1
"TERRELLEPRYOR","Terrelle Pryor","QB","SEA",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"TERRENCEMILLER","Terrence Miller","TE","NE",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"THADDEUSLEWIS","Thaddeus Lewis","QB","BUF",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"THADLEWIS","Thad Lewis","QB","BUF",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"THEORIDDICK","Theo Riddick","RB","DET",41.4750209397516,-82.6394542743137,0,60.8,18.5125520480925,5.939268390815,1,1,1,1
"THOMASWEBER","Thomas Weber","K","FA",0,NA,NA,NA,NA,NA,1,1,1,1
"TIMFLANDERS","Tim Flanders","RB","NO",0,-124.114475214065,NA,NA,NA,NA,1,1,1,1
"TIMWRIGHT","Tim Wright","TE","NE",71.76875,-48.8272384845159,0,NA,23.775165395499,5.74833985941886,0.5,1,1,1
"TJGRAHAM","T.J. Graham","WR","NYJ",17.9125,-129.216627658388,0,NA,6.77054742986119,2.01021764304672,1,1,1,1
"TJYATES","T.J. Yates","QB","ATL",-0.171,-141.918601193478,0,NA,0.241830519165799,2.40876726296884,1,1,1,1
"TOBYGERHART","Toby Gerhart","RB","JAC",159.756002610931,35.6415273968662,2.63905732961526,23.4,62.0195949378098,6.89218707848203,30,34,1,2
"TODDBOUMAN","Todd Bouman","QB","FA",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"TODDCARTER","Todd Carter","K","FA",0,NA,NA,NA,NA,NA,1,1,1,1
"TODDHEAP","Todd Heap","TE","FA",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"TOMBRADY","Tom Brady","QB","NE",148.136899499774,6.38929830629667,0,8.95325,5.97215167813635,3.26276742409856,9,10,1,1
"TOMMYBOHANON","Tommy Bohanon","RB","NYJ",8.73125,-115.383225214065,0,NA,9.52051512962053,2.96584496665143,1,1,1,1
"TOMMYREES","Tommy Rees","QB","WAS",0,-141.747601193478,NA,NA,NA,NA,1,1,1,1
"TOMSAVAGE","Tom Savage","QB","HOU",-1.5,-143.247601193478,0,NA,7.7785088545299,3.60175037831878,1,1,1,1
"TONYCURTIS","Tony Curtis","TE","FA",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"TONYFIAMMETTA","Tony Fiammetta","RB","CHI",4.375,-119.739475214065,0,NA,7.41379626102579,2.7047059184416,1,1,1,1
"TONYGONZALEZ","Tony Gonzalez","TE","ATL",0,-120.595988484516,NA,NA,NA,NA,0.55,1,1,1
"TONYMOEAKI","Tony Moeaki","TE","SEA",0.7125,-119.883488484516,0,NA,1.00762716319083,1.32551536265037,1,1,1,1
"TONYROMO","Tony Romo","QB","DAL",142.555112733427,0.807511539949246,0,11.9565,10.4708929896165,3.70279912340875,8.35,9,1,1
"TONYSCHEFFLER","Tony Scheffler","TE","DET",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"TONYSTEWART","Tony Stewart","TE","FA",0,-120.595988484516,NA,NA,NA,NA,1,1,1,1
"TORREYSMITH","Torrey Smith","WR","BAL",167.16875,20.039622341612,0.693147180559945,10.3826,11.4915435393452,3.00768413645755,11.45,13,1,1
